season,date,opponent,venue,score,outcome,scorers,competition,cup_round,game_no,comp_game_no,goals_for,goals_against,attendance,manager,referee,game_type,points,ssn_pts,ppg
2007/08,2008-03-04T00:00:00Z,Devizes Town,A,1-0,W,Giovanni Necco,WLP,NA,42,33,1,0,23,Chris Mountford,NA,league,3,57,1.7272727272727273
2007/08,2008-03-08T00:00:00Z,Calne Town,H,1-1,D,Dave Pearse,WLP,NA,43,34,1,1,44,Chris Mountford,NA,league,1,58,1.7058823529411764
2007/08,2008-03-22T00:00:00Z,Brislington,H,1-3,L,Dean Evans,WLP,NA,44,35,1,3,51,Chris Mountford,NA,league,0,58,1.6571428571428573
2007/08,2008-03-24T00:00:00Z,Bitton,A,0-1,L,NA,WLP,NA,45,36,0,1,84,Chris Mountford,NA,league,0,58,1.6111111111111112
2007/08,2008-04-05T00:00:00Z,Bristol Manor Farm,H,0-3,L,NA,WLP,NA,46,37,0,3,52,Chris Mountford,NA,league,0,58,1.5675675675675675
2007/08,2008-04-08T00:00:00Z,Hallen,H,0-1,L,NA,WLP,NA,47,38,0,1,49,Chris Mountford,NA,league,0,58,1.5263157894736843
2007/08,2008-04-19T00:00:00Z,Calne Town,A,2-0,W,"Dean Evans, Dave Pearse",WLP,NA,48,39,2,0,28,Chris Mountford,NA,league,3,61,1.564102564102564
2007/08,2008-04-26T00:00:00Z,Dawlish Town,H,1-3,L,Dean Evans,WLP,NA,49,40,1,3,65,Chris Mountford,NA,league,0,61,1.525
2008/09,2008-08-09T00:00:00Z,Sherborne Town,A,2-1,W,Dean Evans 2,WLP,NA,1,1,2,1,109,Mark Harrington,NA,league,3,3,3
2008/09,2008-08-12T00:00:00Z,Bishop Sutton,H,2-1,W,"Chris Astley, Dean Evans",WLP,NA,2,2,2,1,105,Mark Harrington,NA,league,3,6,3
2008/09,2008-08-16T00:00:00Z,Poole Town,H,0-1,L,NA,FAC,EP,3,1,0,1,107,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-08-19T00:00:00Z,Brislington,A,1-2,L,David Blake,WLP,NA,4,3,1,2,67,Mark Harrington,NA,league,0,6,2
2008/09,2008-08-23T00:00:00Z,Barnstaple Town,H,1-1,D,Dean Evans,WLP,NA,5,4,1,1,60,Mark Harrington,NA,league,1,7,1.75
2008/09,2008-08-25T00:00:00Z,Radstock Town,H,1-2,L,David Blake,WLP,NA,6,5,1,2,170,Mark Harrington,NA,league,0,7,1.4
2008/09,2008-08-30T00:00:00Z,Bristol Manor Farm,H,1-3,L,Chris Lewis,WLP,NA,7,6,1,3,47,Mark Harrington,NA,league,0,7,1.1666666666666667
2008/09,2008-09-02T00:00:00Z,Corsham Town,A,2-0,W,"Dean Evans, Chris Lewis",WLP,NA,8,7,2,0,96,Mark Harrington,NA,league,3,10,1.4285714285714286
2008/09,2008-09-06T00:00:00Z,Penzance,A,1-0,W,Chris Lewis,FAV,1Q,9,1,1,0,175,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-09-13T00:00:00Z,Devizes Town,A,1-2,L,Dean Evans,WLP,NA,10,8,1,2,73,Mark Harrington,NA,league,0,10,1.25
2008/09,2008-09-20T00:00:00Z,Cullompton Rangers,H,0-2,L,NA,FAV,2Q,11,2,0,2,NA,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-09-27T00:00:00Z,Willand Rovers,H,1-3,L,Nick Hudson,WLP,NA,12,9,1,3,75,Mark Harrington,NA,league,0,10,1.1111111111111112
2008/09,2008-09-30T00:00:00Z,Frome Town,H,3-0,W,"Dean Evans, Chris Lewis",WLP,NA,13,10,3,0,96,Mark Harrington,NA,league,3,13,1.3
2008/09,2008-10-04T00:00:00Z,Bishop Sutton,A,1-1,D,Dean Evans,WLP,NA,14,11,1,1,56,Mark Harrington,NA,league,1,14,1.2727272727272727
2008/09,2008-10-07T00:00:00Z,Radstock Town,A,4-1,W,"David Blake, Justin Dowling 2, Dean Evans",SPC,1,15,1,4,1,102,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-10-11T00:00:00Z,Corsham Town,H,0-2,L,NA,WLP,NA,16,12,0,2,58,Mark Harrington,NA,league,0,14,1.1666666666666667
2008/09,2008-10-18T00:00:00Z,Brislington,H,1-1,D,Chris Astley,WLP,NA,17,13,1,1,66,Mark Harrington,NA,league,1,15,1.1538461538461537
2008/09,2008-10-25T00:00:00Z,Barnstaple Town,A,4-1,W,"Dean Evans, Mark Harrington, Ashley Victor-Lewis, Chris Lewis",WLP,NA,18,14,4,1,130,Mark Harrington,NA,league,3,18,1.2857142857142858
2008/09,2008-11-01T00:00:00Z,Bideford,A,0-1,L,NA,WLP,NA,19,15,0,1,115,Mark Harrington,NA,league,0,18,1.2
2008/09,2008-11-08T00:00:00Z,Wellington,A,0-5,L,NA,WLP,NA,20,16,0,5,58,Mark Harrington,NA,league,0,18,1.125
2008/09,2008-11-15T00:00:00Z,Hallen,A,1-1,D,Steve Bridges,WLP,NA,21,17,1,1,30,Mark Harrington,NA,league,1,19,1.1176470588235294
2008/09,2008-11-22T00:00:00Z,Calne Town,H,2-0,W,"Graham Colbourne, Dean Evans",WLP,NA,22,18,2,0,58,Mark Harrington,NA,league,3,22,1.2222222222222223
2008/09,2008-11-25T00:00:00Z,Yeovil Town,H,2-1,W,Dean Evans 2,SPC,2,23,2,2,1,80,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-11-29T00:00:00Z,Chard Town,H,4-0,W,"Danny Boys, Graham Colbourne, Dean Evans, Nick Hudson",WLP,NA,24,19,4,0,67,Mark Harrington,NA,league,3,25,1.3157894736842106
2008/09,2008-12-03T00:00:00Z,Larkhall Athletic,A,2-1,W,"Chris Lewis, Chris Tucker",LPC,1,25,1,2,1,78,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2008-12-06T00:00:00Z,Melksham Town,H,0-0,D,NA,WLP,NA,26,20,0,0,56,Mark Harrington,NA,league,1,26,1.3
2008/09,2008-12-20T00:00:00Z,Ilfracombe Town,H,1-0,W,Dean Evans,WLP,NA,27,21,1,0,59,Mark Harrington,NA,league,3,29,1.380952380952381
2008/09,2008-12-27T00:00:00Z,Bitton,A,1-0,W,Chris Lewis,WLP,NA,28,22,1,0,193,Mark Harrington,NA,league,3,32,1.4545454545454546
2008/09,2009-01-17T00:00:00Z,Dawlish Town,A,2-1,W,"David Blake, Danny Boys",WLP,NA,29,23,2,1,41,Mark Harrington,NA,league,3,35,1.5217391304347827
2008/09,2009-01-24T00:00:00Z,Keynsham Town,H,3-0,W,"Graham Colbourne, Dean Evans 2",LPC,2,30,2,3,0,77,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2009-01-31T00:00:00Z,Sherborne Town,H,2-0,W,"James Billing, Andy Catley",WLP,NA,31,24,2,0,64,Mark Harrington,NA,league,3,38,1.5833333333333333
2008/09,2009-02-14T00:00:00Z,Melksham Town,A,4-1,W,"Andy Catley, Craig Coles, Dean Evans 2",WLP,NA,32,25,4,1,35,Mark Harrington,NA,league,3,41,1.64
2008/09,2009-02-17T00:00:00Z,Hallen,H,1-1,D,Chris Lewis,WLP,NA,33,26,1,1,82,Mark Harrington,NA,league,1,42,1.6153846153846154
2008/09,2009-02-21T00:00:00Z,Devizes Town,H,2-0,W,Dean Evans 2,WLP,NA,34,27,2,0,71,Mark Harrington,NA,league,3,45,1.6666666666666667
2008/09,2009-02-25T00:00:00Z,Frome Town,A,0-0,D,NA,SPC,QF,35,3,0,0,138,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2009-02-28T00:00:00Z,Chard Town,A,1-1,D,Dean Evans,WLP,NA,36,28,1,1,81,Mark Harrington,NA,league,1,46,1.6428571428571428
2008/09,2009-03-04T00:00:00Z,Calne Town,A,2-2,D,"Danny Boys, Dean Evans",LPC,QF,37,3,2,2,59,Mark Harrington,NA,cup,NA,NA,NA
2008/09,2009-03-07T00:00:00Z,Dawlish Town,H,3-1,W,"James Billing, Danny Boys, Dean Evans",WLP,NA,38,29,3,1,71,Mark Harrington,NA,league,3,49,1.6896551724137931
2008/09,2009-03-14T00:00:00Z,Calne Town,A,2-1,W,"James Billing, Steve Bridges",WLP,NA,39,30,2,1,32,Mark Harrington,NA,league,3,52,1.7333333333333334
2008/09,2009-03-21T00:00:00Z,Street,A,1-0,W,James Billing,WLP,NA,40,31,1,0,68,Mark Harrington,NA,league,3,55,1.7741935483870968
2008/09,2009-03-25T00:00:00Z,Frome Town,A,1-1,D,Ashley Victor-Lewis,WLP,NA,41,32,1,1,128,Mark Harrington,NA,league,1,56,1.75
2008/09,2009-04-04T00:00:00Z,Wellington,H,1-4,L,Craig Coles,WLP,NA,42,33,1,4,47,Mark Harrington,NA,league,0,56,1.696969696969697
2008/09,2009-04-07T00:00:00Z,Willand Rovers,A,0-2,L,NA,WLP,NA,43,34,0,2,40,Mark Harrington,NA,league,0,56,1.6470588235294117
2008/09,2009-04-11T00:00:00Z,Bitton,H,4-2,W,James Billing 3,WLP,NA,44,35,4,2,108,Mark Harrington,NA,league,3,59,1.6857142857142857
2008/09,2009-04-13T00:00:00Z,Radstock Town,A,3-4,L,"James Billing, Dean Evans 2",WLP,NA,45,36,3,4,174,Mark Harrington,NA,league,0,59,1.6388888888888888
2008/09,2009-04-18T00:00:00Z,Ilfracombe Town,A,2-1,W,"James Billing, David Blake",WLP,NA,46,37,2,1,82,Mark Harrington,NA,league,3,62,1.6756756756756757
2008/09,2009-04-25T00:00:00Z,Street,H,2-1,W,"Nick Hudson, Tom Pawley",WLP,NA,47,38,2,1,72,Mark Harrington,NA,league,3,65,1.7105263157894737
2008/09,2009-04-28T00:00:00Z,Bristol Manor Farm,A,0-3,L,NA,WLP,NA,48,39,0,3,58,Mark Harrington,NA,league,0,65,1.6666666666666667
2008/09,2009-05-02T00:00:00Z,Bideford,H,1-1,D,Danny Boys,WLP,NA,49,40,1,1,82,Mark Harrington,NA,league,1,66,1.65
2009/10,2009-08-08T00:00:00Z,Wellington,H,1-3,L,James Billing,WLP,NA,1,1,1,3,69,Mark Harrington,NA,league,0,0,0
2009/10,2009-08-12T00:00:00Z,Bishop Sutton,A,6-3,W,"Gary Banks 3, James Billing, David Blake 2",WLP,NA,2,2,6,3,120,Mark Harrington,NA,league,3,3,1.5
2009/10,2009-08-15T00:00:00Z,Poole Town,A,2-3,L,"Alex Brain, Dean Evans",FAC,EP,3,1,2,3,212,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-08-22T00:00:00Z,Sherborne Town,A,2-2,D,"Gary Banks, Nick Hudson",WLP,NA,4,3,2,2,76,Mark Harrington,NA,league,1,4,1.3333333333333333
2009/10,2009-08-25T00:00:00Z,Bristol Manor Farm,A,2-3,L,Dean Evans 2,WLP,NA,5,4,2,3,56,Mark Harrington,NA,league,0,4,1
2009/10,2009-08-29T00:00:00Z,Bishop Sutton,H,1-0,W,Tim Thompson,WLP,NA,6,5,1,0,72,Mark Harrington,NA,league,3,7,1.4
2009/10,2009-09-01T00:00:00Z,Calne Town,H,3-3,D,"Gary Banks, Dean Evans, Tim Thompson",WLP,NA,7,6,3,3,70,Mark Harrington,NA,league,1,8,1.3333333333333333
2009/10,2009-09-05T00:00:00Z,Longwell Green Sports,A,3-0,W,"Gary Banks, Dean Evans, Tim Thompson",WLP,NA,8,7,3,0,108,Mark Harrington,NA,league,3,11,1.5714285714285714
2009/10,2009-09-12T00:00:00Z,Barnstaple Town,H,2-0,W,"Gary Banks, OG",WLP,NA,9,8,2,0,64,Mark Harrington,NA,league,3,14,1.75
2009/10,2009-09-19T00:00:00Z,Odd Down (Bath),A,3-0,W,"James Billing, Alex Brain 2",FAV,2Q,10,1,3,0,70,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-09-26T00:00:00Z,Dawlish Town,H,1-2,L,Danny Maye,WLP,NA,11,9,1,2,85,Mark Harrington,NA,league,0,14,1.5555555555555556
2009/10,2009-10-03T00:00:00Z,Keynsham Town,H,6-0,W,"James Billing, Dean Evans 3, Chris Lewis, Tim Thompson",FAV,1,12,2,6,0,69,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-10-06T00:00:00Z,Paulton Rovers,H,3-1,W,"James Billing, Dean Evans, Ashley Victor-Lewis",SPC,1,13,1,3,1,93,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-10-10T00:00:00Z,Larkhall Athletic,H,4-2,W,"James Billing 3, Chris Lewis",WLP,NA,14,10,4,2,139,Mark Harrington,NA,league,3,17,1.7
2009/10,2009-10-13T00:00:00Z,Brislington,A,2-0,W,"David Blake, Ashley Victor-Lewis",WLP,NA,15,11,2,0,49,Mark Harrington,NA,league,3,20,1.8181818181818181
2009/10,2009-10-17T00:00:00Z,Ilfracombe Town,A,3-2,W,James Billing 3,WLP,NA,16,12,3,2,94,Mark Harrington,NA,league,3,23,1.9166666666666667
2009/10,2009-10-24T00:00:00Z,Calne Town,A,2-1,W,"Dean Evans, Danny Maye",WLP,NA,17,13,2,1,40,Mark Harrington,NA,league,3,26,2
2009/10,2009-10-31T00:00:00Z,Hallen,H,1-3,L,Chris Lewis,WLP,NA,18,14,1,3,77,Mark Harrington,NA,league,0,26,1.8571428571428572
2009/10,2009-11-03T00:00:00Z,Bristol Manor Farm,H,2-3,L,"Andy Catley, Dean Evans",WLP,NA,19,15,2,3,71,Mark Harrington,NA,league,0,26,1.7333333333333334
2009/10,2009-11-07T00:00:00Z,Melksham Town,A,2-1,W,"James Billing, Dean Evans",WLP,NA,20,16,2,1,51,Mark Harrington,NA,league,3,29,1.8125
2009/10,2009-11-17T00:00:00Z,Bideford,A,2-0,W,Dean Evans 2,FAV,2,21,3,2,0,174,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-11-28T00:00:00Z,Shepton Mallet,A,4-0,W,"James Billing, David Blake, Ashley Victor-Lewis, Danny Maye",LPC,1,22,1,4,0,62,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-12-05T00:00:00Z,Willand Rovers,A,1-6,L,James Billing,FAV,3,23,4,1,6,93,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2009-12-12T00:00:00Z,Street,H,3-0,W,Dean Evans 3,WLP,NA,24,17,3,0,75,Mark Harrington,NA,league,3,32,1.8823529411764706
2009/10,2010-01-02T00:00:00Z,Bitton,A,2-0,W,"Dean Evans, Danny Maye",WLP,NA,25,18,2,0,207,Mark Harrington,NA,league,3,35,1.9444444444444444
2009/10,2010-01-19T00:00:00Z,Radstock Town,H,0-0,D,NA,WLP,NA,26,19,0,0,125,Mark Harrington,NA,league,1,36,1.894736842105263
2009/10,2010-01-23T00:00:00Z,Longwell Green Sports,H,1-1,D,James Billing,WLP,NA,27,20,1,1,68,Mark Harrington,NA,league,1,37,1.85
2009/10,2010-01-26T00:00:00Z,Chard Town,A,3-0,W,"Gary Banks, Mark Harrington, Ashley Victor-Lewis",SPC,2,28,2,3,0,56,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-01-30T00:00:00Z,Barnstaple Town,A,3-2,W,"James Billing, Dean Evans, Chris Lewis",WLP,NA,29,21,3,2,117,Mark Harrington,NA,league,3,40,1.9047619047619047
2009/10,2010-02-03T00:00:00Z,Corsham Town,A,1-1,D,Dean Evans,WLP,NA,30,22,1,1,122,Mark Harrington,NA,league,1,41,1.8636363636363635
2009/10,2010-02-06T00:00:00Z,Brislington,H,2-2,D,Dean Evans 2,WLP,NA,31,23,2,2,60,Mark Harrington,NA,league,1,42,1.826086956521739
2009/10,2010-02-09T00:00:00Z,Radstock Town,A,2-2,D,"James Billing, Dean Evans",LPC,2,32,2,2,2,105,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-02-13T00:00:00Z,Larkhall Athletic,A,3-3,D,"David Blake, Chris Lewis, Tim Thompson",WLP,NA,33,24,3,3,110,Mark Harrington,NA,league,1,43,1.7916666666666667
2009/10,2010-02-17T00:00:00Z,Wellington,A,1-0,W,Mark Harrington,WLP,NA,34,25,1,0,52,Mark Harrington,NA,league,3,46,1.84
2009/10,2010-02-20T00:00:00Z,Ilfracombe Town,H,1-1,D,Dean Evans,WLP,NA,35,26,1,1,75,Mark Harrington,NA,league,1,47,1.8076923076923077
2009/10,2010-02-27T00:00:00Z,Bideford,A,1-3,L,Lee Bryant,WLP,NA,36,27,1,3,173,Mark Harrington,NA,league,0,47,1.7407407407407407
2009/10,2010-03-03T00:00:00Z,Wellington,A,4-3,W,"Steve Bridges, Greg Dando, Dean Evans, Danny Maye",SPC,QF,37,3,4,3,31,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-03-06T00:00:00Z,Melksham Town,H,2-0,W,"James Billing, Chris Lewis",WLP,NA,38,28,2,0,73,Mark Harrington,NA,league,3,50,1.7857142857142858
2009/10,2010-03-09T00:00:00Z,Willand Rovers,H,1-1,D,Steve Bridges,WLP,NA,39,29,1,1,68,Mark Harrington,NA,league,1,51,1.7586206896551724
2009/10,2010-03-13T00:00:00Z,Shrewton United,H,5-0,W,"Lee Bryant, Nick Hudson, Ashley Victor-Lewis 2, Chris Lewis",LPC,QF,40,3,5,0,66,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-03-17T00:00:00Z,Hallen,A,2-2,D,"James Billing, Danny Maye",WLP,NA,41,30,2,2,43,Mark Harrington,NA,league,1,52,1.7333333333333334
2009/10,2010-03-20T00:00:00Z,Bideford,H,0-1,L,NA,WLP,NA,42,31,0,1,80,Mark Harrington,NA,league,0,52,1.6774193548387097
2009/10,2010-03-27T00:00:00Z,Willand Rovers,A,0-1,L,NA,WLP,NA,43,32,0,1,72,Mark Harrington,NA,league,0,52,1.625
2009/10,2010-04-05T00:00:00Z,Bitton,H,1-1,D,Ashley Victor-Lewis,WLP,NA,44,33,1,1,93,Mark Harrington,NA,league,1,53,1.606060606060606
2009/10,2010-04-07T00:00:00Z,Dawlish Town,A,2-2,D,"Dean Evans, Ashley Victor-Lewis",WLP,NA,45,34,2,2,47,Mark Harrington,NA,league,1,54,1.588235294117647
2009/10,2010-04-10T00:00:00Z,Street,A,0-2,L,NA,WLP,NA,46,35,0,2,77,Mark Harrington,NA,league,0,54,1.542857142857143
2009/10,2010-04-13T00:00:00Z,Corsham Town,H,1-0,W,Craig Coles,WLP,NA,47,36,1,0,74,Mark Harrington,NA,league,3,57,1.5833333333333333
2009/10,2010-04-17T00:00:00Z,Hallen,H,0-1,L,NA,LPC,SF,48,4,0,1,NA,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-04-20T00:00:00Z,Sherborne Town,H,2-1,W,James Billing 2,WLP,NA,49,37,2,1,57,Mark Harrington,NA,league,3,60,1.6216216216216217
2009/10,2010-04-24T00:00:00Z,Radstock Town,A,0-0,D,NA,WLP,NA,50,38,0,0,66,Mark Harrington,NA,league,1,61,1.605263157894737
2009/10,2010-04-27T00:00:00Z,Yeovil Town,H,2-0,W,James Billing 2,SPC,SF,51,4,2,0,207,Mark Harrington,NA,cup,NA,NA,NA
2009/10,2010-05-04T00:00:00Z,Bridgwater Town,N,0-0,D,NA,SPC,F,52,5,0,0,407,Mark Harrington,NA,cup,NA,NA,NA
2010/11,2010-08-07T00:00:00Z,Corsham Town,A,0-2,L,NA,WLP,NA,1,1,0,2,181,Mark Leaney,NA,league,0,0,0
2010/11,2010-08-14T00:00:00Z,Bridport,A,0-3,L,NA,FAC,EP,2,1,0,3,128,Mark Leaney,NA,cup,NA,NA,NA
2010/11,2010-08-21T00:00:00Z,Sherborne Town,H,2-1,W,James Billing 2,WLP,NA,3,2,2,1,57,Mark Leaney,NA,league,3,3,1.5
2010/11,2010-09-04T00:00:00Z,Verwood Town,H,0-3,L,NA,FAV,1Q,4,1,0,3,66,Mark Leaney,NA,cup,NA,NA,NA
2010/11,2010-09-11T00:00:00Z,Longwell Green Sports,A,0-2,L,NA,WLP,NA,5,3,0,2,91,Mark Leaney,NA,league,0,3,1
2010/11,2010-09-18T00:00:00Z,Bristol Manor Farm,A,1-1,D,Steve Bridges,WLP,NA,6,4,1,1,-,Mark Leaney,NA,league,1,4,1
2010/11,2010-09-22T00:00:00Z,Wellington,A,2-2,D,"Andy Catley, Hayden Watts",WLP,NA,7,5,2,2,65,Mark Leaney,NA,league,1,5,1
2010/11,2010-09-25T00:00:00Z,Bitton,H,0-5,L,NA,WLP,NA,8,6,0,5,59,Mark Leaney,NA,league,0,5,0.8333333333333334
2010/11,2010-10-02T00:00:00Z,Street,H,0-3,L,NA,WLP,NA,9,7,0,3,60,Mark Leaney,NA,league,0,5,0.7142857142857143
2010/11,2010-10-06T00:00:00Z,Larkhall Athletic,A,0-4,L,NA,SPC,1,10,1,0,4,57,Mark Leaney,NA,cup,NA,NA,NA
2010/11,2010-10-09T00:00:00Z,Hallen,A,1-1,D,Craig Rimmer,WLP,NA,11,8,1,1,33,Mark Leaney,NA,league,1,6,0.75
2010/11,2010-10-16T00:00:00Z,Odd Down (Bath),H,0-3,L,NA,WLP,NA,12,9,0,3,97,Mark Leaney,NA,league,0,6,0.6666666666666666
2010/11,2010-10-23T00:00:00Z,Melksham Town,A,4-5,L,"James Billing 2, Craig Mullen 2",LPC,P,13,1,4,5,147,Mark Leaney,NA,cup,NA,NA,NA
2010/11,2010-10-26T00:00:00Z,Willand Rovers,H,1-4,L,Ryan Trowbridge,WLP,NA,14,10,1,4,72,Mark Leaney,NA,league,0,6,0.6
2010/11,2010-10-30T00:00:00Z,Dawlish Town,A,3-4,L,"Craig Mullen, Rimmer, Hayden Watts",WLP,NA,15,11,3,4,51,Mark Leaney,NA,league,0,6,0.5454545454545454
2010/11,2010-11-06T00:00:00Z,Brislington,A,0-1,L,NA,WLP,NA,16,12,0,1,36,Mark Leaney,NA,league,0,6,0.5
2010/11,2010-11-13T00:00:00Z,Hallen,H,3-0,W,"Andy Forward, Craig Mullen, Hayden Watts",WLP,NA,17,13,3,0,53,Mark Leaney,NA,league,3,9,0.6923076923076923
2010/11,2010-11-16T00:00:00Z,Wellington,H,2-5,L,"Jamie Jordan, Ryan Trowbridge",WLP,NA,18,14,2,5,66,Mark Leaney,NA,league,0,9,0.6428571428571429
2010/11,2010-11-20T00:00:00Z,Ilfracombe Town,A,1-3,L,Craig Mullen,WLP,NA,19,15,1,3,62,Mark Leaney,NA,league,0,9,0.6
2010/11,2010-11-23T00:00:00Z,Bristol Manor Farm,H,1-3,L,Jamie Jordan,WLP,NA,20,16,1,3,52,Mark Leaney,NA,league,0,9,0.5625
2010/11,2010-12-11T00:00:00Z,Barnstaple Town,H,3-3,D,"Jamie Jordan, Craig Mullen 2",WLP,NA,21,17,3,3,55,Mark Leaney,NA,league,1,10,0.5882352941176471
2010/11,2011-01-03T00:00:00Z,Wells City,H,3-3,D,"James Billing 2, Andy Forward",WLP,NA,22,18,3,3,104,Mark Leaney,NA,league,1,11,0.6111111111111112
2010/11,2011-01-11T00:00:00Z,Larkhall Athletic,H,0-1,L,NA,WLP,NA,23,19,0,1,71,Mark Leaney,NA,league,0,11,0.5789473684210527
2010/11,2011-01-15T00:00:00Z,Bishop Sutton,A,1-2,L,Hayden Watts,WLP,NA,24,20,1,2,68,Mark Leaney,NA,league,0,11,0.55
2010/11,2011-01-19T00:00:00Z,Sherborne Town,A,0-2,L,NA,WLP,NA,25,21,0,2,65,Mark Leaney,NA,league,0,11,0.5238095238095238
2010/11,2011-01-29T00:00:00Z,Bitton,A,2-3,L,"Tommy Owen, Hayden Watts",WLP,NA,26,22,2,3,108,Mark Leaney,NA,league,0,11,0.5
2010/11,2011-02-05T00:00:00Z,Street,A,0-2,L,NA,WLP,NA,27,23,0,2,75,Nick Beaverstock,NA,league,0,11,0.4782608695652174
2010/11,2011-02-08T00:00:00Z,Radstock Town,A,1-2,L,Justin Dowling,WLP,NA,28,24,1,2,126,Nick Beaverstock,NA,league,0,11,0.4583333333333333
2010/11,2011-02-12T00:00:00Z,Bishop Sutton,H,0-3,L,NA,WLP,NA,29,25,0,3,78,Nick Beaverstock,NA,league,0,11,0.44
2010/11,2011-02-26T00:00:00Z,Odd Down (Bath),A,0-1,L,NA,WLP,NA,30,26,0,1,48,Nick Beaverstock,NA,league,0,11,0.4230769230769231
2010/11,2011-03-01T00:00:00Z,Longwell Green Sports,H,2-0,W,"Greg Dando, OG",WLP,NA,31,27,2,0,45,Nick Beaverstock,NA,league,3,14,0.5185185185185185
2010/11,2011-03-05T00:00:00Z,Dawlish Town,H,1-2,L,Anthony Tuckfield,WLP,NA,32,28,1,2,35,Nick Beaverstock,NA,league,0,14,0.5
2010/11,2011-03-12T00:00:00Z,Brislington,H,0-0,D,Craig Rimmer,WLP,NA,33,29,0,0,41,Nick Beaverstock,NA,league,1,15,0.5172413793103449
2010/11,2011-03-19T00:00:00Z,Willand Rovers,A,0-2,L,NA,WLP,NA,34,30,0,2,66,Nick Beaverstock,NA,league,0,15,0.5
2010/11,2011-03-26T00:00:00Z,Ilfracombe Town,H,1-2,L,Craig Rimmer,WLP,NA,35,31,1,2,47,Nick Beaverstock,NA,league,0,15,0.4838709677419355
2010/11,2011-04-02T00:00:00Z,Larkhall Athletic,A,0-1,L,NA,WLP,NA,36,32,0,1,115,Nick Beaverstock,NA,league,0,15,0.46875
2010/11,2011-04-09T00:00:00Z,Barnstaple Town,A,1-5,L,Mark Reynolds,WLP,NA,37,33,1,5,103,Nick Beaverstock,NA,league,0,15,0.45454545454545453
2010/11,2011-04-22T00:00:00Z,Radstock Town,H,1-1,D,Ashley Victor-Lewis,WLP,NA,38,34,1,1,102,Nick Beaverstock,NA,league,1,16,0.47058823529411764
2010/11,2011-04-25T00:00:00Z,Wells City,A,2-4,L,Mark Reynolds 2,WLP,NA,39,35,2,4,120,Nick Beaverstock,NA,league,0,16,0.45714285714285713
2010/11,2011-04-30T00:00:00Z,Corsham Town,H,3-1,W,"Steve Bridges, Mark Reynolds 2",WLP,NA,40,36,3,1,50,Nick Beaverstock,NA,league,3,19,0.5277777777777778
2011/12,2011-08-13T00:00:00Z,Portishead Town,A,2-2,D,Andy Keen 2,WL1,NA,1,1,2,2,44,Nick Beaverstock,NA,league,1,1,1
2011/12,2011-08-16T00:00:00Z,Melksham Town,H,1-5,L,Andy Keen,WL1,NA,2,2,1,5,75,Nick Beaverstock,NA,league,0,1,0.5
2011/12,2011-08-20T00:00:00Z,Larkhall Athletic,H,0-5,L,NA,FAC,EP,3,1,0,5,71,Nick Beaverstock,NA,cup,NA,NA,NA
2011/12,2011-08-27T00:00:00Z,Oldland Abbotonians,H,1-1,D,Jack Nix,WL1,NA,4,3,1,1,58,Nick Beaverstock,NA,league,1,2,0.6666666666666666
2011/12,2011-08-29T00:00:00Z,Hengrove Athletic,A,2-0,W,"Andy Forward, Andy Keen",WL1,NA,5,4,2,0,55,Nick Beaverstock,NA,league,3,5,1.25
2011/12,2011-09-03T00:00:00Z,Keynsham Town,H,1-2,L,James Billing,WL1,NA,6,5,1,2,45,Nick Beaverstock,NA,league,0,5,1
2011/12,2011-09-10T00:00:00Z,Wells City,A,0-2,L,NA,FAV,1Q,7,1,0,2,114,Nick Beaverstock,NA,cup,NA,NA,NA
2011/12,2011-09-17T00:00:00Z,Shrewton United,A,2-4,L,Kai Hammond 2,WL1,NA,8,6,2,4,49,Nick Beaverstock,NA,league,0,5,0.8333333333333334
2011/12,2011-09-19T00:00:00Z,Melksham Town,A,3-1,W,"Andy Forward, Andy Keen, Tom Pawley",WL1,NA,9,7,3,1,142,Nick Beaverstock,NA,league,3,8,1.1428571428571428
2011/12,2011-09-24T00:00:00Z,Chard Town,A,1-2,L,Jack Nix,WL1,NA,10,8,1,2,82,Nick Beaverstock,NA,league,0,8,1
